"","Country Name","Country Code","Indicator Name","Indicator Code","year","value"
"343","Gabon","GAB","Population growth (annual %)","SP.POP.GROW","1961",0.967697899
"344","United Kingdom","GBR","Population growth (annual %)","SP.POP.GROW","1961",0.760459939
"345","Georgia","GEO","Population growth (annual %)","SP.POP.GROW","1961",1.578435862
"346","Ghana","GHA","Population growth (annual %)","SP.POP.GROW","1961",3.160638434
"347","Gibraltar","GIB","Population growth (annual %)","SP.POP.GROW","1961",1.664129187
"348","Guinea","GIN","Population growth (annual %)","SP.POP.GROW","1961",1.643554868
"349","Gambia, The","GMB","Population growth (annual %)","SP.POP.GROW","1961",2.00632635
"350","Guinea-Bissau","GNB","Population growth (annual %)","SP.POP.GROW","1961",1.069509919
"351","Equatorial Guinea","GNQ","Population growth (annual %)","SP.POP.GROW","1961",1.345221054
"352","Greece","GRC","Population growth (annual %)","SP.POP.GROW","1961",0.792901847
"353","Grenada","GRD","Population growth (annual %)","SP.POP.GROW","1961",1.539264305
"354","Greenland","GRL","Population growth (annual %)","SP.POP.GROW","1961",3.625774802
"355","Guatemala","GTM","Population growth (annual %)","SP.POP.GROW","1961",2.936234518
"356","Guam","GUM","Population growth (annual %)","SP.POP.GROW","1961",1.973152864
"357","Guyana","GUY","Population growth (annual %)","SP.POP.GROW","1961",3.006876299
"358","High income","HIC","Population growth (annual %)","SP.POP.GROW","1961",1.478686812
"359","Hong Kong SAR, China","HKG","Population growth (annual %)","SP.POP.GROW","1961",2.963040924
"360","Honduras","HND","Population growth (annual %)","SP.POP.GROW","1961",2.794688633
"361","Heavily indebted poor countries (HIPC)","HPC","Population growth (annual %)","SP.POP.GROW","1961",2.373518572
"362","Croatia","HRV","Population growth (annual %)","SP.POP.GROW","1961",0.652691769
"363","Haiti","HTI","Population growth (annual %)","SP.POP.GROW","1961",1.941249492
"364","Hungary","HUN","Population growth (annual %)","SP.POP.GROW","1961",0.453239644
"365","IBRD only","IBD","Population growth (annual %)","SP.POP.GROW","1961",1.079039435
"366","IDA & IBRD total","IBT","Population growth (annual %)","SP.POP.GROW","1961",1.300832206
"367","IDA total","IDA","Population growth (annual %)","SP.POP.GROW","1961",2.422435677
"368","IDA blend","IDB","Population growth (annual %)","SP.POP.GROW","1961",2.391671169
"369","Indonesia","IDN","Population growth (annual %)","SP.POP.GROW","1961",2.63983066
"370","IDA only","IDX","Population growth (annual %)","SP.POP.GROW","1961",2.436724413
"371","Isle of Man","IMN","Population growth (annual %)","SP.POP.GROW","1961",-0.33290975
"372","India","IND","Population growth (annual %)","SP.POP.GROW","1961",1.99843774
"373","Not classified","INX","Population growth (annual %)","SP.POP.GROW","1961",NA
"374","Ireland","IRL","Population growth (annual %)","SP.POP.GROW","1961",-0.148593694
"375","Iran, Islamic Rep.","IRN","Population growth (annual %)","SP.POP.GROW","1961",2.584027817
"376","Iraq","IRQ","Population growth (annual %)","SP.POP.GROW","1961",2.514031726
"377","Iceland","ISL","Population growth (annual %)","SP.POP.GROW","1961",1.948719743
"378","Israel","ISR","Population growth (annual %)","SP.POP.GROW","1961",3.302448041
"379","Italy","ITA","Population growth (annual %)","SP.POP.GROW","1961",0.668382874
"380","Jamaica","JAM","Population growth (annual %)","SP.POP.GROW","1961",1.375375269
"381","Jordan","JOR","Population growth (annual %)","SP.POP.GROW","1961",4.288446361
"382","Japan","JPN","Population growth (annual %)","SP.POP.GROW","1961",2.606188325
"383","Kazakhstan","KAZ","Population growth (annual %)","SP.POP.GROW","1961",4.091001062
"384","Kenya","KEN","Population growth (annual %)","SP.POP.GROW","1961",3.123293002
"385","Kyrgyz Republic","KGZ","Population growth (annual %)","SP.POP.GROW","1961",3.776249233
"386","Cambodia","KHM","Population growth (annual %)","SP.POP.GROW","1961",2.597673208
"387","Kiribati","KIR","Population growth (annual %)","SP.POP.GROW","1961",2.462038995
"388","St. Kitts and Nevis","KNA","Population growth (annual %)","SP.POP.GROW","1961",-0.005859661
"389","Korea, Rep.","KOR","Population growth (annual %)","SP.POP.GROW","1961",2.967243973
"390","Kuwait","KWT","Population growth (annual %)","SP.POP.GROW","1961",11.08814533
"391","Latin America & Caribbean (excluding high income)","LAC","Population growth (annual %)","SP.POP.GROW","1961",2.829170985
"392","Lao PDR","LAO","Population growth (annual %)","SP.POP.GROW","1961",2.304609643
"393","Lebanon","LBN","Population growth (annual %)","SP.POP.GROW","1961",3.252883841
"394","Liberia","LBR","Population growth (annual %)","SP.POP.GROW","1961",2.091666595
"395","Libya","LBY","Population growth (annual %)","SP.POP.GROW","1961",3.370704457
"396","St. Lucia","LCA","Population growth (annual %)","SP.POP.GROW","1961",1.129642361
"397","Latin America & Caribbean","LCN","Population growth (annual %)","SP.POP.GROW","1961",2.767522504
"398","Least developed countries: UN classification","LDC","Population growth (annual %)","SP.POP.GROW","1961",2.326311098
"399","Low income","LIC","Population growth (annual %)","SP.POP.GROW","1961",2.236009375
"400","Liechtenstein","LIE","Population growth (annual %)","SP.POP.GROW","1961",2.396328647
"401","Sri Lanka","LKA","Population growth (annual %)","SP.POP.GROW","1961",2.373369273
"402","Lower middle income","LMC","Population growth (annual %)","SP.POP.GROW","1961",2.246652907
"403","Low & middle income","LMY","Population growth (annual %)","SP.POP.GROW","1961",1.310749753
"404","Lesotho","LSO","Population growth (annual %)","SP.POP.GROW","1961",1.848398344
"405","Late-demographic dividend","LTE","Population growth (annual %)","SP.POP.GROW","1961",0.217112366
"406","Lithuania","LTU","Population growth (annual %)","SP.POP.GROW","1961",1.606574959
"407","Luxembourg","LUX","Population growth (annual %)","SP.POP.GROW","1961",0.911525536
"408","Latvia","LVA","Population growth (annual %)","SP.POP.GROW","1961",1.483626751
"409","Macao SAR, China","MAC","Population growth (annual %)","SP.POP.GROW","1961",1.579324067
"410","St. Martin (French part)","MAF","Population growth (annual %)","SP.POP.GROW","1961",2.436050429
"411","Morocco","MAR","Population growth (annual %)","SP.POP.GROW","1961",3.051854531
"412","Monaco","MCO","Population growth (annual %)","SP.POP.GROW","1961",1.573165453
"413","Moldova","MDA","Population growth (annual %)","SP.POP.GROW","1961",2.369505377
"414","Madagascar","MDG","Population growth (annual %)","SP.POP.GROW","1961",2.406310231
"415","Maldives","MDV","Population growth (annual %)","SP.POP.GROW","1961",2.702867239
"416","Middle East & North Africa","MEA","Population growth (annual %)","SP.POP.GROW","1961",2.717161764
"417","Mexico","MEX","Population growth (annual %)","SP.POP.GROW","1961",3.11265537
"418","Marshall Islands","MHL","Population growth (annual %)","SP.POP.GROW","1961",2.618532137
"419","Middle income","MIC","Population growth (annual %)","SP.POP.GROW","1961",1.247673319
"420","North Macedonia","MKD","Population growth (annual %)","SP.POP.GROW","1961",1.267371163
"421","Mali","MLI","Population growth (annual %)","SP.POP.GROW","1961",1.105868166
"422","Malta","MLT","Population growth (annual %)","SP.POP.GROW","1961",-0.398895896
"423","Myanmar","MMR","Population growth (annual %)","SP.POP.GROW","1961",2.160254602
"424","Middle East & North Africa (excluding high income)","MNA","Population growth (annual %)","SP.POP.GROW","1961",2.659029135
"425","Montenegro","MNE","Population growth (annual %)","SP.POP.GROW","1961",2.173759257
"426","Mongolia","MNG","Population growth (annual %)","SP.POP.GROW","1961",2.753255813
"427","Northern Mariana Islands","MNP","Population growth (annual %)","SP.POP.GROW","1961",2.630689679
"428","Mozambique","MOZ","Population growth (annual %)","SP.POP.GROW","1961",2.164911652
"429","Mauritania","MRT","Population growth (annual %)","SP.POP.GROW","1961",2.919965383
"430","Mauritius","MUS","Population growth (annual %)","SP.POP.GROW","1961",3.194939638
"431","Malawi","MWI","Population growth (annual %)","SP.POP.GROW","1961",2.369768457
"432","Malaysia","MYS","Population growth (annual %)","SP.POP.GROW","1961",3.155496538
"433","North America","NAC","Population growth (annual %)","SP.POP.GROW","1961",1.703260449
"434","Namibia","NAM","Population growth (annual %)","SP.POP.GROW","1961",2.358961235
"435","New Caledonia","NCL","Population growth (annual %)","SP.POP.GROW","1961",2.74673947
"436","Niger","NER","Population growth (annual %)","SP.POP.GROW","1961",2.838320651
"437","Nigeria","NGA","Population growth (annual %)","SP.POP.GROW","1961",2.028763661
"438","Nicaragua","NIC","Population growth (annual %)","SP.POP.GROW","1961",3.144886554
"439","Netherlands","NLD","Population growth (annual %)","SP.POP.GROW","1961",1.315294588
"440","Norway","NOR","Population growth (annual %)","SP.POP.GROW","1961",0.794353923
"441","Nepal","NPL","Population growth (annual %)","SP.POP.GROW","1961",1.592528255
"442","Nauru","NRU","Population growth (annual %)","SP.POP.GROW","1961",5.708222046
"443","New Zealand","NZL","Population growth (annual %)","SP.POP.GROW","1961",1.999440499
"444","OECD members","OED","Population growth (annual %)","SP.POP.GROW","1961",1.589149422
"445","Oman","OMN","Population growth (annual %)","SP.POP.GROW","1961",2.355941186
"446","Other small states","OSS","Population growth (annual %)","SP.POP.GROW","1961",1.791822141
"447","Pakistan","PAK","Population growth (annual %)","SP.POP.GROW","1961",2.364733235
"448","Panama","PAN","Population growth (annual %)","SP.POP.GROW","1961",2.966684389
"449","Peru","PER","Population growth (annual %)","SP.POP.GROW","1961",2.831080898
"450","Philippines","PHL","Population growth (annual %)","SP.POP.GROW","1961",3.336637326
"451","Palau","PLW","Population growth (annual %)","SP.POP.GROW","1961",2.80543121
"452","Papua New Guinea","PNG","Population growth (annual %)","SP.POP.GROW","1961",1.809877737
"453","Poland","POL","Population growth (annual %)","SP.POP.GROW","1961",1.095789675
"454","Pre-demographic dividend","PRE","Population growth (annual %)","SP.POP.GROW","1961",2.277303191
"455","Puerto Rico","PRI","Population growth (annual %)","SP.POP.GROW","1961",1.75390952
"456","Korea, Dem. People’s Rep.","PRK","Population growth (annual %)","SP.POP.GROW","1961",2.091209982
"457","Portugal","PRT","Population growth (annual %)","SP.POP.GROW","1961",0.805085264
"458","Paraguay","PRY","Population growth (annual %)","SP.POP.GROW","1961",2.621148212
"459","West Bank and Gaza","PSE","Population growth (annual %)","SP.POP.GROW","1961",NA
"460","Pacific island small states","PSS","Population growth (annual %)","SP.POP.GROW","1961",3.272328777
"461","Post-demographic dividend","PST","Population growth (annual %)","SP.POP.GROW","1961",1.431000607
"462","French Polynesia","PYF","Population growth (annual %)","SP.POP.GROW","1961",3.313021067
"463","Qatar","QAT","Population growth (annual %)","SP.POP.GROW","1961",8.176203036
"464","Romania","ROU","Population growth (annual %)","SP.POP.GROW","1961",0.802690192
"465","Russian Federation","RUS","Population growth (annual %)","SP.POP.GROW","1961",1.110601836
"466","Rwanda","RWA","Population growth (annual %)","SP.POP.GROW","1961",2.114806936
"467","South Asia","SAS","Population growth (annual %)","SP.POP.GROW","1961",2.112319858
"468","Saudi Arabia","SAU","Population growth (annual %)","SP.POP.GROW","1961",3.186488861
"469","Sudan","SDN","Population growth (annual %)","SP.POP.GROW","1961",2.938586744
"470","Senegal","SEN","Population growth (annual %)","SP.POP.GROW","1961",2.72328833
"471","Singapore","SGP","Population growth (annual %)","SP.POP.GROW","1961",3.344793407
"472","Solomon Islands","SLB","Population growth (annual %)","SP.POP.GROW","1961",2.950549911
"473","Sierra Leone","SLE","Population growth (annual %)","SP.POP.GROW","1961",1.48726542
"474","El Salvador","SLV","Population growth (annual %)","SP.POP.GROW","1961",2.860593661
"475","San Marino","SMR","Population growth (annual %)","SP.POP.GROW","1961",2.590569891
"476","Somalia","SOM","Population growth (annual %)","SP.POP.GROW","1961",2.087869756
"477","Serbia","SRB","Population growth (annual %)","SP.POP.GROW","1961",NA
"478","Sub-Saharan Africa (excluding high income)","SSA","Population growth (annual %)","SP.POP.GROW","1961",2.344576469
"479","South Sudan","SSD","Population growth (annual %)","SP.POP.GROW","1961",1.843132279
"480","Sub-Saharan Africa","SSF","Population growth (annual %)","SP.POP.GROW","1961",2.347286603
"481","Small states","SST","Population growth (annual %)","SP.POP.GROW","1961",1.911397712
"482","Sao Tome and Principe","STP","Population growth (annual %)","SP.POP.GROW","1961",0.46546351
"483","Suriname","SUR","Population growth (annual %)","SP.POP.GROW","1961",2.755650286
"484","Slovak Republic","SVK","Population growth (annual %)","SP.POP.GROW","1961",2.992367593
"485","Slovenia","SVN","Population growth (annual %)","SP.POP.GROW","1961",0.592102461
"486","Sweden","SWE","Population growth (annual %)","SP.POP.GROW","1961",0.471081377
"487","Eswatini","SWZ","Population growth (annual %)","SP.POP.GROW","1961",1.989099713
"488","Sint Maarten (Dutch part)","SXM","Population growth (annual %)","SP.POP.GROW","1961",NA
"489","Seychelles","SYC","Population growth (annual %)","SP.POP.GROW","1961",2.811425399
"490","Syrian Arab Republic","SYR","Population growth (annual %)","SP.POP.GROW","1961",3.192901393
"491","Turks and Caicos Islands","TCA","Population growth (annual %)","SP.POP.GROW","1961",0.854852188
"492","Chad","TCD","Population growth (annual %)","SP.POP.GROW","1961",1.938669195
"493","East Asia & Pacific (IDA & IBRD countries)","TEA","Population growth (annual %)","SP.POP.GROW","1961",-0.072172641
"494","Europe & Central Asia (IDA & IBRD countries)","TEC","Population growth (annual %)","SP.POP.GROW","1961",1.503757448
"495","Togo","TGO","Population growth (annual %)","SP.POP.GROW","1961",1.070670468
"496","Thailand","THA","Population growth (annual %)","SP.POP.GROW","1961",2.973823148
"497","Tajikistan","TJK","Population growth (annual %)","SP.POP.GROW","1961",3.395610888
"498","Turkmenistan","TKM","Population growth (annual %)","SP.POP.GROW","1961",3.379255933
"499","Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population growth (annual %)","SP.POP.GROW","1961",2.80381938
"500","Timor-Leste","TLS","Population growth (annual %)","SP.POP.GROW","1961",1.738527534
"501","Middle East & North Africa (IDA & IBRD countries)","TMN","Population growth (annual %)","SP.POP.GROW","1961",2.659029135
"502","Tonga","TON","Population growth (annual %)","SP.POP.GROW","1961",3.413158947
"503","South Asia (IDA & IBRD)","TSA","Population growth (annual %)","SP.POP.GROW","1961",2.112319858
"504","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population growth (annual %)","SP.POP.GROW","1961",2.347286603
"505","Trinidad and Tobago","TTO","Population growth (annual %)","SP.POP.GROW","1961",1.966320884
"506","Tunisia","TUN","Population growth (annual %)","SP.POP.GROW","1961",1.423581776
"507","Turkey","TUR","Population growth (annual %)","SP.POP.GROW","1961",2.425771715
"508","Tuvalu","TUV","Population growth (annual %)","SP.POP.GROW","1961",0.225183056
"509","Tanzania","TZA","Population growth (annual %)","SP.POP.GROW","1961",2.888059741
"510","Uganda","UGA","Population growth (annual %)","SP.POP.GROW","1961",3.152386276
"511","Ukraine","UKR","Population growth (annual %)","SP.POP.GROW","1961",1.261660408
"512","Upper middle income","UMC","Population growth (annual %)","SP.POP.GROW","1961",0.53731289
"513","Uruguay","URY","Population growth (annual %)","SP.POP.GROW","1961",1.293008439
"514","United States","USA","Population growth (annual %)","SP.POP.GROW","1961",1.657730037
